Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng
Tinto Crianza 2015,Spain,Ribera del Duero,Lopez Cristobal,3.8,95,15.9,2015,Ribera del Duero,Spain,41.6657566,-3.6863295
Château Labégorce-Zédé Margaux 2005,France,Margaux,Château Labégorce,4.0,95,40.95,2005,Margaux,France,45.0463335,-0.6729117
Transcendent Cabernet Sauvignon 2013,United States,Napa Valley,Black Stallion,4.5,95,249.95,2013,Napa Valley,United States,38.8484702,-94.413093
Riserva gli Angeli Brunello di Montalcino 2010,Italy,Brunello di Montalcino,La Gerla,4.1,95,67.8,2010,Brunello di Montalcino,Italy,43.3204995,11.3281859
Giorgio 2015,South Africa,Stellenbosch,Dalla Cia,4.3,95,29.5,2015,Stellenbosch,South Africa,-33.934444,18.869167
Côtes du Rhône 2018,France,Côtes-du-Rhône,Rocca Maura,3.5,95,6.64,2018,Côtes-du-Rhône,France,44.7667285,4.8528701
Pessac-Léognan 2017,France,Pessac-Léognan,Château Picque Caillou,4.1,95,23.88,2017,Pessac-Léognan,France,44.718997,-0.60521
Reserva Cabernet Sauvignon 2012,Brazil,Serra Gaúcha,Don Guerino,3.3,95,12.62,2012,Serra Gaúcha,Brazil,-29.1551147,-51.5153447
El Rincón 2015,Spain,Dominio de Valdepusa,Marqués de Griñon,3.5,95,18.73,2015,Dominio de Valdepusa,Spain,40.0,-4.0
Carnuntum Cuvée 2018,Austria,Carnuntum,Markowitsch,3.5,95,8.15,2018,Carnuntum,Austria,48.1141485,16.8657834
Edición Limitada A 2015,Chile,Colchagua Valley,Caliterra,3.9,95,15.98,2015,Colchagua Valley,Chile,-30.0,-71.0
Vineyard Selection Red Blend (Shiraz - Mourvedre - Viognier) 2017,South Africa,Stellenbosch,Kleine Zalze,3.6,95,14.9,2017,Stellenbosch,South Africa,-33.934444,18.869167
Reserva 2011,Spain,Rioja Alta,Tarón,3.9,95,12.87,2011,Rioja Alta,Spain,42.4157318,-2.8794739
Vürsù Barbaresco Valeirano 2012,Italy,Barbaresco,La Spinetta,4.2,95,115.7,2012,Barbaresco,Italy,44.7254469,8.0806959
Magnoux Faugères 2010,France,Faugères,Saint Antonin,3.8,95,35.0,2010,Faugères,France,43.5648186,3.1901144
Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva 2013,Italy,Brunello di Montalcino,Antinori,4.4,95,129.0,2013,Brunello di Montalcino,Italy,43.3204995,11.3281859
Nadir Syrah 2017,Italy,Terre Siciliane,Tenuta Rapitalà,3.9,95,11.4,2017,Terre Siciliane,Italy,42.83333,12.83333
Sperss Langhe 2014,Italy,Langhe,Gaja,4.3,95,209.0,2014,Langhe,Italy,44.493036,7.974639
Barolo Ravera 2015,Italy,Barolo,Elvio Cogno,4.0,95,58.95,2015,Barolo,Italy,44.6108408,7.9428448
Cabernet Sauvignon 2019,Argentina,Mendoza,Alamos,3.7,95,7.9,2019,Mendoza,Argentina,-34.787093,-68.4381868
Seigneur de Maugiron Côte-Rôtie 2014,France,Côte-Rôtie,Delas,4.2,95,58.39,2014,Côte-Rôtie,France,44.7267925,-0.3900425
Saint-Émilion Grand Cru (Grand Cru Classé) 2006,France,Saint-Émilion Grand Cru,Château Pavie Decesse,4.4,95,174.49,2006,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Hensel Und Gretel Red 2017,Germany,Pfalz,Schneider,3.9,95,13.45,2017,Pfalz,Germany,53.8156324,13.3702287
Bordeaux 2016,France,Bordeaux,Château Les Belles Murailles,3.6,95,6.32,2016,Bordeaux,France,44.841225,-0.5800364
Bandol Rouge 2015,France,Bandol,Château Val d'Arenc,4.1,95,18.9,2015,Bandol,France,43.1357717,5.7523647
Shiraz 2019,South Africa,Western Cape,Golden Kaan,3.4,95,5.79,2019,Western Cape,South Africa,-33.546977,20.72753
Reboro 2012,Italy,Trentino,Azienda Agricola Pisoni,4.3,95,48.6,2012,Trentino,Italy,46.1029536,11.1297425
Blaufränkisch Leithaberg 2013,Austria,Neusiedlersee-Hügelland,Heinrich,3.7,95,22.0,2013,Neusiedlersee-Hügelland,Austria,47.33333,13.33333
Mount Veeder Estate Cabernet Sauvignon 2015,United States,Mount Veeder,The Hess Collection,4.1,95,44.47,2015,Mount Veeder,United States,38.3793566,-122.4477575
Saustó 2016,Italy,Valpolicella,Monte Dall'Ora,4.1,95,27.9,2016,Valpolicella,Italy,45.5296706,10.9400217
Reserva Cuvée Colchagua Carmenère 2019,Chile,Colchagua Valley,Casa Silva,3.8,95,10.43,2019,Colchagua Valley,Chile,-30.0,-71.0
Bardolino Classico Ca' Bordenis 2016,Italy,Bardolino Classico,Santi,3.4,95,7.79,2016,Bardolino Classico,Italy,42.83333,12.83333
Lamarossa Primitivo 2015,Italy,Puglia,Amastuola,4.0,95,13.95,2015,Puglia,Italy,40.9842539,16.6210027
Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Lagrange,4.0,95,48.55,2017,Saint-Julien,France,47.4019947,5.1364639
Organic Tempranillo - Monastrell 2018,Spain,Valencia,Neleman,3.4,95,6.49,2018,Valencia,Spain,39.4697065,-0.3763353
Valpolicella Ripasso Superiore 2017,Italy,Valpolicella Ripasso,Antiche Terre Venete,3.8,95,10.21,2017,Valpolicella Ripasso,Italy,42.83333,12.83333
Primitivo Salento 2019,Italy,Salento,Caleo,3.4,95,5.49,2019,Salento,Italy,40.248604,15.190058
Riserva Ducale Oro Chianti Classico (Gran Selezione Gold) 2012,Italy,Chianti Classico,Ruffino,4.0,950,34.32,2012,Chianti Classico,Italy,43.3930219,11.3088538
Flori Barolo 2014,Italy,Barolo,Araldica,3.7,954,24.74,2014,Barolo,Italy,44.6108408,7.9428448
Alentejo Dom Rafael Tinto 2014,Portugal,Alentejo,Mouchão,3.7,956,9.36,2014,Alentejo,Portugal,38.0551003,-7.8605799
Tignanello 1997,Italy,Toscana,Antinori,4.5,957,574.15,1997,Toscana,Italy,43.4586541,11.1389204
Montecucco Rosso Riserva 2015,Italy,Montecucco,ColleMassari,3.7,957,14.95,2015,Montecucco,Italy,43.4902269,13.334434
Vintner's Reserve Zinfandel 2012,United States,Mendocino County,Kendall-Jackson,3.6,958,14.8,2012,Mendocino County,United States,39.3176491,-123.4126399
Tenuta Tignanello 'Solaia' 2000,Italy,Toscana,Antinori,4.6,959,486.42,2000,Toscana,Italy,43.4586541,11.1389204
Tarara Cannonau di Sardegna Riserva 2015,Italy,Cannonau di Sardegna,Vigneti Zanatta,3.8,96,17.9,2015,Cannonau di Sardegna,Italy,40.2568502,9.6218801
Tinto 2018,Spain,Rioja,Rioja Vega,3.3,96,4.9,2018,Rioja,Spain,42.3285528,-2.4674917
Field Blend 2015,South Africa,Stellenbosch,Beyerskloof,4.3,96,33.5,2015,Stellenbosch,South Africa,-33.934444,18.869167
Sassella Valtellina Superiore 2013,Italy,Valtellina Superiore,Mamete Prevostini,3.6,96,17.9,2013,Valtellina Superiore,Italy,44.46006,7.10425
Gran Reserva de Familia 2009,Spain,Valdepeñas,Viña Albali,3.2,96,11.99,2009,Valdepeñas,Spain,38.7594573,-3.3847392
The Innocent Red Blend 2015,South Africa,Swartland,Lammershoek,3.7,96,13.16,2015,Swartland,South Africa,-33.29356,18.5993825
Pinot Noir Bourgogne 2018,France,Bourgogne,Ropiteau Freres,3.9,96,14.19,2018,Bourgogne,France,49.3555104,4.0681417
Chianti Colli Senesi 2016,Italy,Chianti Colli Senesi,Poderi del Paradiso,3.6,96,5.6,2016,Chianti Colli Senesi,Italy,43.3219503,11.3293829
Atteca Garnacha (Old Vines) 2017,Spain,Calatayud,Bodegas Ateca,4.1,96,12.5,2017,Calatayud,Spain,41.3527628,-1.6422977
Tortoniano Barolo 2005,Italy,Barolo,Michele Chiarlo,3.9,96,29.19,2005,Barolo,Italy,44.6108408,7.9428448
Bric Turot Barbaresco 2016,Italy,Barbaresco,Prunotto,4.0,96,34.02,2016,Barbaresco,Italy,44.7254469,8.0806959
Hanneli R 2013,South Africa,Paarl,La Motte Wine Estate,4.5,96,89.0,2013,Paarl,South Africa,-33.7310282,18.9642117
Toscana Il Pareto 2013,Italy,Toscana,Tenuta di Nozzole,4.1,96,48.4,2013,Toscana,Italy,43.4586541,11.1389204
Ngakirikiri Cabernet Sauvignon 2013,New Zealand,Marlborough,Villa Maria,4.2,96,135.0,2013,Marlborough,New Zealand,-41.4744747,173.8330263
Hermitage La Chapelle Rouge 2017,France,Hermitage,Paul Jaboulet Aîné,4.1,96,258.3,2017,Hermitage,France,47.6406711,-2.7637153
Roble Ribera del Duero 2018,Spain,Ribera del Duero,Condado de Oriza,3.6,96,6.79,2018,Ribera del Duero,Spain,41.6657566,-3.6863295
The Navigator 2014,New Zealand,Hawke's Bay,Alpha Domus,3.8,96,18.5,2014,Hawke's Bay,New Zealand,-39.5256512,176.7611457
Tinto 2013,Spain,Ribera del Duero,Lynus,4.0,96,24.99,2013,Ribera del Duero,Spain,41.6657566,-3.6863295
Lagona 2015,Hungary,Villány,Heumann,3.6,96,12.6,2015,Villány,Hungary,45.8697644,18.4555208
Shiraz 2018,South Africa,Western Cape,Laborie,3.3,96,6.84,2018,Western Cape,South Africa,-33.546977,20.72753
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château de Ferrand,4.0,960,87.0,2010,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Soraie Veneto 2016,Italy,Veneto,Cecilia Beretta,3.9,962,8.72,2016,Veneto,Italy,45.6476663,11.8665254
Belleruche Côtes-du-Rhône 2018,France,Côtes-du-Rhône,M. Chapoutier,3.7,963,9.95,2018,Côtes-du-Rhône,France,44.7667285,4.8528701
Malbec 2016,Argentina,Mendoza,Catena Alta,4.3,964,36.9,2016,Mendoza,Argentina,-34.787093,-68.4381868
Margaux (Grand Cru Classé) 2005,France,Margaux,Château Palmer,4.7,964,316.95,2005,Margaux,France,45.0463335,-0.6729117
Doña Margarita Vineyard Mas Cavalls Pinot Noir 2013,United States,Sonoma Coast,Marimar Estate,4.2,964,54.73,2013,Sonoma Coast,United States,28.4225165,-81.6551998
Gran Verano Carmenère 2018,Chile,Central Valley,Apaltagua,3.5,965,6.95,2018,Central Valley,Chile,-36.0,-72.0
Reserva 2014,Spain,Ribera del Duero,Bodega de Bardos,4.2,965,14.9,2014,Ribera del Duero,Spain,41.6657566,-3.6863295
Pessac-Léognan (Grand Cru Classé de Graves) 2010,France,Pessac-Léognan,Château Malartic-Lagravière,4.2,966,88.3,2010,Pessac-Léognan,France,44.718997,-0.60521
Appellation Malbec 2016,Argentina,Pedernal Valley,Pyros,4.0,967,13.95,2016,Pedernal Valley,Argentina,-34.0,-64.0
Bierzo Red 2017,Spain,Bierzo,Losada,4.0,967,13.15,2017,Bierzo,Spain,42.60645,-6.8097712
Pruno Ribera del Duero 2018,Spain,Ribera del Duero,Finca Villacreces,3.7,967,11.25,2018,Ribera del Duero,Spain,41.6657566,-3.6863295
Col di Sasso (Cabernet Sauvignon - Sangiovese) 2018,Italy,Toscana,Banfi,3.5,969,7.25,2018,Toscana,Italy,43.4586541,11.1389204
Crianza 2016,Spain,Rioja,Rioja Vega,3.6,969,7.9,2016,Rioja,Spain,42.3285528,-2.4674917
La Fuente de Crianza 2016,Spain,Navarra,Bodegas Nekeas,3.6,97,7.84,2016,Navarra,Spain,42.6125488,-1.8307877
Médoc 2011,France,Médoc,Château Haut Condissas,4.2,97,48.43,2011,Médoc,France,49.3524933,6.1542002
Rioja Castillo de Imas Reserva 2010,Spain,Rioja,Baron de Ley,4.1,97,39.89,2010,Rioja,Spain,42.3285528,-2.4674917
Bordeaux 2018,France,Bordeaux,Château Bréjou,4.1,97,9.95,2018,Bordeaux,France,44.841225,-0.5800364
Croere Barbera d'Alba Superiore 2016,Italy,Barbera d'Alba,Vite Colte,3.9,97,10.79,2016,Barbera d'Alba,Italy,44.7712158,8.0435811
Barolo Villero 2011,Italy,Barolo,Mascarello Giuseppe e Figlio,4.2,97,76.63,2011,Barolo,Italy,44.6108408,7.9428448
Stropa Amarone della Valpolicella 2011,Italy,Amarone della Valpolicella Classico,Monte Dall'Ora,4.5,97,83.9,2011,Amarone della Valpolicella Classico,Italy,42.83333,12.83333
Zweigelt SANDSTEIN 2016,Austria,Niederösterreich,Weingut R&A Pfaffl,3.6,97,12.19,2016,Niederösterreich,Austria,48.2817813,15.7632457
Shiraz 2018,South Africa,Durbanville,Durbanville Hills,3.4,97,8.56,2018,Durbanville,South Africa,-33.8402778,18.6494444
Syrah 2018,Italy,Terre Siciliane,Zabu,3.6,97,4.67,2018,Terre Siciliane,Italy,42.83333,12.83333
Le Sabbie dell’Etna Rosso 2018,Italy,Etna,Firriato,3.6,97,12.1,2018,Etna,Italy,37.7510251,14.9940321
La Poza de Ballesteros Rioja 2015,Spain,Rioja,Artadi,4.3,97,98.95,2015,Rioja,Spain,42.3285528,-2.4674917
Reserve Blaufränkisch 2014,Austria,Burgenland,Moric,3.8,97,29.9,2014,Burgenland,Austria,47.5000001,16.4166666
Bicentenaire Vieilles Vignes Corbières 2014,France,Corbières,Château Etang des Colombes,3.8,97,8.24,2014,Corbières,France,43.0547547,1.9970557
Primus Malbec 2017,Argentina,Tunuyán,Salentein,4.4,97,45.95,2017,Tunuyán,Argentina,-33.5812925,-69.0154258
Moulin des Costes Charriage Bandol 2011,France,Bandol,Domaines Bunan,4.3,97,53.9,2011,Bandol,France,43.1357717,5.7523647
Eagle Peak Merlot 2017,United States,California,Fetzer,3.5,97,8.95,2017,California,United States,36.7014631,-118.755997
Gigondas Les Racines 2016,France,Gigondas,Domaine Les Pallières,4.1,97,36.74,2016,Gigondas,France,44.1641127,5.0051053
Vino Nobile di Montepulciano Il Nocio 2015,Italy,Vino Nobile di Montepulciano,Boscarelli,4.3,97,65.0,2015,Vino Nobile di Montepulciano,Italy,43.0716467,11.8054771
Russiz Superiore Merlot Collio 2016,Italy,Collio,Marco Felluga,4.2,97,23.99,2016,Collio,Italy,45.8093124,10.3328723
Porcupine Ridge Syrah 2019,South Africa,Swartland,Boekenhoutskloof,3.5,97,10.45,2019,Swartland,South Africa,-33.29356,18.5993825
Diamond Collection Claret (Black Label) 2017,United States,Napa Valley,Francis Ford Coppola,3.9,970,25.5,2017,Napa Valley,United States,38.8484702,-94.413093
Saint-Julien (Grand Cru Classé) 2012,France,Saint-Julien,Château Léoville Poyferré,4.2,972,89.0,2012,Saint-Julien,France,47.4019947,5.1364639
Parcela 23 Tempranillo 2015,Spain,Castilla,Finca Constancia,3.5,973,22.1,2015,Castilla,Spain,40.4763551,-3.6800358
Jaraman Shiraz 2016,Australia,McLaren Vale,Taylors / Wakefield,4.1,974,19.9,2016,McLaren Vale,Australia,-35.2172617,138.5416998
Zinfandel Sonoma Heritage Vines 2016,United States,Dry Creek Valley,Rancho Zabaco,4.0,975,13.55,2016,Dry Creek Valley,United States,39.9545792,-119.9544961
Pauillac (Grand Cru Classé) 2005,France,Pauillac,Château Haut-Bages Libéral,4.2,975,62.95,2005,Pauillac,France,45.1995626,-0.7484994
Châteauneuf-du-Pape (La Crau) 2016,France,Châteauneuf-du-Pape,Domaine du Vieux Télégraphe,4.3,975,91.55,2016,Châteauneuf-du-Pape,France,44.055989,4.8317351
Barolo Castiglione 2015,Italy,Barolo,Vietti,4.1,975,43.87,2015,Barolo,Italy,44.6108408,7.9428448
Tinto 2015,Portugal,Alentejano,Cortes de Cima,4.1,975,13.6,2015,Alentejano,Portugal,38.8421261,-7.5871012
Pauillac (Grand Cru Classé) 2005,France,Pauillac,Château Grand-Puy-Lacoste,4.3,975,129.95,2005,Pauillac,France,45.1995626,-0.7484994
Saint-Julien 2010,France,Saint-Julien,Château Lalande-Borie,3.9,976,39.95,2010,Saint-Julien,France,47.4019947,5.1364639
Kali Hart Pinot Noir 2016,United States,Monterey,Talbott,3.8,976,24.57,2016,Monterey,United States,36.2231079,-121.387742
Cabernet Sauvignon 2017,Argentina,Mendoza,Catena,4.0,977,13.25,2017,Mendoza,Argentina,-34.787093,-68.4381868
Edizione Cinque Autoctoni 2017,Italy,Abruzzo,Farnese,4.3,978,18.38,2017,Abruzzo,Italy,42.227681,13.854983
Scout's Honor Red 2016,United States,Napa Valley,Venge Vineyards,4.3,978,43.87,2016,Napa Valley,United States,38.8484702,-94.413093
Baltos Mencía 2017,Spain,Bierzo,Dominio de Tares,3.7,98,10.0,2017,Bierzo,Spain,42.60645,-6.8097712
Bordeaux Supérieur 2015,France,Bordeaux Supérieur,Château Bolaire,3.6,98,14.95,2015,Bordeaux Supérieur,France,44.884045,-0.562129
Dolcetto d’Alba Bossèt (Boschetti/Buschet) 2014,Italy,Dolcetto d'Alba,Marchesi di Barolo,3.7,98,17.9,2014,Dolcetto d'Alba,Italy,42.83333,12.83333
L'Andeol Rasteau 2015,France,Rasteau,Famille Perrin,3.3,98,13.9,2015,Rasteau,France,44.2298319,4.9856444
Unplugged Spätburgunder 2016,Germany,Ahr,H. J. Kreuzberg,3.6,98,17.79,2016,Ahr,Germany,50.4728741,6.9477258
Hangin' Snakes Shiraz - Viognier 2017,Australia,Barossa,Langmeil,4.0,98,13.58,2017,Barossa,Australia,-34.6134149,138.9385455
Terzetto 2012,United States,Napa Valley,Volker Eisele,4.4,98,92.63,2012,Napa Valley,United States,38.8484702,-94.413093
Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Puy-Blanquet,3.6,98,20.95,2016,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Dalmau Rioja 2016,Spain,Rioja,Marqués de Murrieta,4.2,98,67.26,2016,Rioja,Spain,42.3285528,-2.4674917
Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Tenuta di Sesta,3.8,98,12.9,2017,Rosso di Montalcino,Italy,43.055612,11.3592953
Vineyard Selection Cabernet Sauvignon (Barrel Matured) 2018,South Africa,Stellenbosch,Kleine Zalze,4.1,98,16.2,2018,Stellenbosch,South Africa,-33.934444,18.869167
The Short Story Collection The Owl Post Pinotage 2018,South Africa,Stellenbosch,Neethlingshof Estate,3.7,98,16.09,2018,Stellenbosch,South Africa,-33.934444,18.869167
Douro Redoma Tinto 2005,Portugal,Douro,Niepoort,4.1,98,34.07,2005,Douro,Portugal,41.135684,-7.1166743
Valpolicella Ripasso Superiore 2018,Italy,Valpolicella Ripasso,Torre d'Orti,4.1,98,11.95,2018,Valpolicella Ripasso,Italy,42.83333,12.83333
Les Garrigues Coteaux du Languedoc 2016,France,Languedoc,Clavel,3.8,98,11.0,2016,Languedoc,France,43.6796869,1.3966515
Crianza 2016,Spain,Rioja,Belezos,3.9,98,13.5,2016,Rioja,Spain,42.3285528,-2.4674917
Tinto 2016,Spain,Mallorca,Mortitx,3.5,98,9.5,2016,Mallorca,Spain,39.613432,2.8829185
Margaux (Grand Cru Classé) 2016,France,Margaux,Château Desmirail,3.8,98,53.13,2016,Margaux,France,45.0463335,-0.6729117
Cabernet Sauvignon 2013,South Africa,Elgin,Sutherland,3.8,98,16.95,2013,Elgin,South Africa,-34.1486111,19.0427778
Crianza 2016,Spain,Rioja,Viña Olabarri,3.5,98,12.2,2016,Rioja,Spain,42.3285528,-2.4674917
Bricco Colma Albarossa 2011,Italy,Monferrato,Prunotto,4.1,98,45.0,2011,Monferrato,Italy,45.3240864,8.4230282
Gimblett Gravels Sophia 2016,New Zealand,Gimblett Gravels,Craggy Range,4.2,98,85.27,2016,Gimblett Gravels,New Zealand,-39.5972737,176.7363498
Reserve Pinot Noir 2017,New Zealand,Marlborough,Villa Maria,3.8,98,25.79,2017,Marlborough,New Zealand,-41.4744747,173.8330263
Rebus Cabernet Sauvignon 2015,Australia,Margaret River,Domaine Naturaliste,3.7,98,19.9,2015,Margaret River,Australia,-33.9531776,115.0769369
The Factor 2016,Australia,Barossa Valley,Torbreck,4.3,98,140.64,2016,Barossa Valley,Australia,-34.5817132,138.9987872
Bramaluce Toscana Rosso 2015,Italy,Toscana,Terenzi,3.8,98,13.9,2015,Toscana,Italy,43.4586541,11.1389204
Petit Pittacum 2016,Spain,Bierzo,Pittacum,3.5,980,8.75,2016,Bierzo,Spain,42.60645,-6.8097712
Prima La Encina 2016,Spain,Ribera del Duero,Portia,3.9,980,19.4,2016,Ribera del Duero,Spain,41.6657566,-3.6863295
Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Léoville Poyferré,4.6,981,239.0,2009,Saint-Julien,France,47.4019947,5.1364639
Pagliareto Vino Nobile di Montepulciano 2015,Italy,Vino Nobile di Montepulciano,Lunadoro,4.1,982,16.52,2015,Vino Nobile di Montepulciano,Italy,43.0716467,11.8054771
Cabernet Sauvignon 2017,United States,California,Gnarly Head,3.8,982,12.5,2017,California,United States,36.7014631,-118.755997
Valpolicella Ripasso Superiore 2017,Italy,Valpolicella Ripasso,Cecilia Beretta,3.9,983,12.8,2017,Valpolicella Ripasso,Italy,42.83333,12.83333
Gigondas 2015,France,Gigondas,E. Guigal,3.9,983,26.7,2015,Gigondas,France,44.1641127,5.0051053
Pauillac (Grand Cru Classé) 2010,France,Pauillac,Château Clerc Milon,4.2,983,153.9,2010,Pauillac,France,45.1995626,-0.7484994
Saint-Julien (Grand Cru Classé) 2015,France,Saint-Julien,Château Talbot,4.1,983,80.91,2015,Saint-Julien,France,47.4019947,5.1364639
Margaux de Brane (Margaux de Henri Lurton) 2015,France,Margaux,Château Brane-Cantenac,3.9,986,34.2,2015,Margaux,France,45.0463335,-0.6729117
Margaux (Grand Cru Classé) 2013,France,Margaux,Château Giscours,4.0,986,64.33,2013,Margaux,France,45.0463335,-0.6729117
Il Bacca Old Vine Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Luccarelli,4.4,988,20.9,2016,Primitivo di Manduria,Italy,40.4002788,17.6374622
Essence du Cap Cabernet Sauvignon 2016,South Africa,Western Cape,Fleur du Cap,3.3,99,9.9,2016,Western Cape,South Africa,-33.546977,20.72753
Pannobile 2015,Austria,Burgenland,Judith Beck,3.8,99,24.5,2015,Burgenland,Austria,47.5000001,16.4166666
Colheita Red 2017,Portugal,Douro,Quinta do Portal,3.9,99,12.5,2017,Douro,Portugal,41.135684,-7.1166743
Rosso di Montalcino 2016,Italy,Rosso di Montalcino,Poggio Landi,3.7,99,14.9,2016,Rosso di Montalcino,Italy,43.055612,11.3592953
Barbaresco 2015,Italy,Barbaresco,Bera,3.9,99,23.3,2015,Barbaresco,Italy,44.7254469,8.0806959
Premium Cuvée 3-5-8 2013,Austria,Burgenland,Salzl Seewinkelhof,4.2,99,33.69,2013,Burgenland,Austria,47.5000001,16.4166666
Private Bin Merlot - Cabernet Sauvignon 2016,New Zealand,Hawke's Bay,Villa Maria,3.4,99,12.6,2016,Hawke's Bay,New Zealand,-39.5256512,176.7611457
G.A.M. Shiraz 2016,Australia,McLaren Vale,Mitolo,4.1,99,34.21,2016,McLaren Vale,Australia,-35.2172617,138.5416998
Syrah 2015,Spain,Dominio de Valdepusa,Marqués de Griñon,3.9,99,27.15,2015,Dominio de Valdepusa,Spain,40.0,-4.0
La Cumbre Syrah 2016,Chile,Aconcagua Valley,Errazuriz,4.2,99,76.76,2016,Aconcagua Valley,Chile,-30.0,-71.0
Blu Onice Aglianico Irpinia 2017,Italy,Irpinia,Nativ,4.2,99,16.5,2017,Irpinia,Italy,39.2278067,9.1185486
Göttweiger Berg Zweigelt 2016,Austria,Niederösterreich,Müller,3.5,99,7.95,2016,Niederösterreich,Austria,48.2817813,15.7632457
The Holy Trinity Red Blend 2013,Australia,Barossa,Grant Burge,3.8,99,28.18,2013,Barossa,Australia,-34.6134149,138.9385455
Saint Cosme Côtes du Rhône 2019,France,Côtes-du-Rhône,Château de Saint Cosme,3.6,99,9.5,2019,Côtes-du-Rhône,France,44.7667285,4.8528701
Saint-Émilion Grand Cru (Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Cote de Baleau,4.0,99,34.97,2016,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Côtes de Castillon 2005,France,Castillon - Côtes de Bordeaux,Clos Les Lunelles,3.8,99,54.95,2005,Castillon - Côtes de Bordeaux,France,44.840548,-0.576062
Scipio 2013,Italy,Toscana,Tenuta dei Sette Cieli,4.3,99,63.39,2013,Toscana,Italy,43.4586541,11.1389204
Côtes du Rhône 'Les Cranilles' 2017,France,Côtes-du-Rhône,Les Vins de Vienne - Cuilleron-Gaillard-Villard,3.7,99,10.5,2017,Côtes-du-Rhône,France,44.7667285,4.8528701
Legato Merlot - Cabernet Sauvignon 2017,South Africa,Stellenbosch,Anura,3.8,99,11.6,2017,Stellenbosch,South Africa,-33.934444,18.869167
Cerrado del Castillo Rioja 2015,Spain,Rioja,Castillo de Cuzcurrita,4.3,99,53.61,2015,Rioja,Spain,42.3285528,-2.4674917
Bricco dell'Uccellone Barbera d'Asti 2016,Italy,Barbera d'Asti,Braida,4.3,990,52.0,2016,Barbera d'Asti,Italy,44.8524808,8.2414532
Bordeaux Rouge 2016,France,Bordeaux,Mouton Cadet,3.5,9926,9.25,2016,Bordeaux,France,44.841225,-0.5800364
Bishop Shiraz 2016,Australia,Barossa Valley,Glaetzer,4.1,994,30.39,2016,Barossa Valley,Australia,-34.5817132,138.9987872
