Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng
Reserva 2015,Spain,Cariñena,Monte Ducay,3.5,267,7.2,2015,Cariñena,Spain,41.3382122,-1.2263149
Pomerol 2010,France,Pomerol,Château Gombaude-Guillot,4.3,267,79.68,2010,Pomerol,France,44.9311234,-0.1999904
Chianti Rufina 2017,Italy,Chianti Rùfina,Fattoria di Basciano,3.7,267,10.42,2017,Chianti Rùfina,Italy,42.83333,12.83333
Vürsù Barolo Campè 2012,Italy,Barolo,La Spinetta,4.5,267,131.58,2012,Barolo,Italy,44.6108408,7.9428448
Kieselstein Zweigelt 2017,Austria,Burgenland,Claus Preisinger,3.8,267,13.26,2017,Burgenland,Austria,47.5000001,16.4166666
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Tenuta Il Poggione,4.2,2678,35.97,2013,Brunello di Montalcino,Italy,43.3204995,11.3281859
Ninquén (Mountain Vineyard) 2014,Chile,Colchagua Valley,MontGras,4.0,268,26.5,2014,Colchagua Valley,Chile,-30.0,-71.0
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Sansonnet,4.1,268,41.95,2015,Saint-Émilion Grand Cru,France,44.847147,-0.547337
SB Syrah - Bonarda 2019,Argentina,San Juan,Callia,3.7,268,5.95,2019,San Juan,Argentina,-30.7054363,-69.1988222
Campogiovanni Rosso di Montalcino 2016,Italy,Rosso di Montalcino,San Felice,3.9,268,14.13,2016,Rosso di Montalcino,Italy,43.055612,11.3592953
Jonty's Ducks Pekin Red 2014,South Africa,Paarl,Avondale,3.7,268,14.13,2014,Paarl,South Africa,-33.7310282,18.9642117
Médoc 2014,France,Médoc,Château Saint-Aubin,3.7,268,14.52,2014,Médoc,France,49.3524933,6.1542002
Cirsion Rioja 2011,Spain,Rioja,Bodegas Roda,4.6,268,209.0,2011,Rioja,Spain,42.3285528,-2.4674917
Pomerol 2005,France,Pomerol,Clos Rene,4.2,268,54.95,2005,Pomerol,France,44.9311234,-0.1999904
Icóna Cabernet Sauvignon 2017,Italy,Piave,Astoria,3.5,269,9.79,2017,Piave,Italy,46.1349433,12.2277777
Rosso di Montalcino 2014,Italy,Rosso di Montalcino,Pietroso,4.0,269,19.95,2014,Rosso di Montalcino,Italy,43.055612,11.3592953
Toscana 2016,Italy,Toscana,Terra Grande,4.1,269,25.83,2016,Toscana,Italy,43.4586541,11.1389204
To Kalon Vineyard Reserve Cabernet Sauvignon 2015,United States,Oakville,Robert Mondavi,4.5,269,154.99,2015,Oakville,United States,41.0998174,-91.0444022
Fangar-Elements Negre 2012,Spain,Plà i Llevant,Es Fangar,4.2,269,26.7,2012,Plà i Llevant,Spain,39.7710681,3.3609527
Vieilles Vignes Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,François Arnaud,3.7,269,29.13,2015,Châteauneuf-du-Pape,France,44.055989,4.8317351
Pago Negralada Tempranillo 2015,Spain,Castilla y León,Abadia Retuerta,4.2,269,67.26,2015,Castilla y León,Spain,41.55005,-5.1387401
Merlot 2017,Australia,South Australia,Oxford Landing,3.3,269,8.78,2017,South Australia,Australia,-30.5343665,135.6301212
Chianti Classico Clemente VII 2016,Italy,Chianti Classico,Castelli del Grevepesa,3.8,269,16.66,2016,Chianti Classico,Italy,43.3930219,11.3088538
Pinot Noir 2013,United States,Sonoma Coast,Occidental,4.3,269,89.42,2013,Sonoma Coast,United States,28.4225165,-81.6551998
Vecchie Vigne Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Siro Pacenti,4.2,269,75.0,2012,Brunello di Montalcino,Italy,43.3204995,11.3281859
Malbec 2018,Argentina,Mendoza,Kaiken,3.7,2696,7.35,2018,Mendoza,Argentina,-34.787093,-68.4381868
Nero di Troia 2017,Italy,Puglia,Terre Avare,3.6,27,7.21,2017,Puglia,Italy,40.9842539,16.6210027
La Mancha Reserva 2013,Spain,La Mancha,El Vínculo,3.6,27,12.99,2013,La Mancha,Spain,28.3774367,-16.6977504
Suis-Je Gentille Ainsi Pinot Noir 2015,Germany,Baden,Von der Mark,4.2,27,38.01,2015,Baden,Germany,53.0023496,9.0820955
Garnacha 2018,Spain,Calatayud,Intruso,3.9,27,7.0,2018,Calatayud,Spain,41.3527628,-1.6422977
Alpberg Pinot Noir 2017,Switzerland,Aargau,Hauksson,4.2,27,36.9,2017,Aargau,Switzerland,47.412396,8.1948321
Châteauneuf-du-Pape Croix De Bois 2004,France,Châteauneuf-du-Pape,M. Chapoutier,4.2,27,88.95,2004,Châteauneuf-du-Pape,France,44.055989,4.8317351
Maxim Cabernet Sauvignon 2015,South Africa,Robertson,Goedverwacht,4.2,27,17.06,2015,Robertson,South Africa,-33.802222,19.883611
Pinot Noir Alsace Réserve 2018,France,Alsace,Trimbach,3.7,27,17.45,2018,Alsace,France,50.7007285,3.160983
Clos de Vougeot Grand Cru 2012,France,Clos Vougeot Grand Cru,Joseph Drouhin,4.5,27,190.09,2012,Clos Vougeot Grand Cru,France,47.1720514,4.958921
Sòdole 2015,Italy,Toscana,Tenute Guicciardini Strozzi,4.3,27,26.99,2015,Toscana,Italy,43.4586541,11.1389204
Rodal Pla 2016,Spain,Mallorca,Mortitx,3.8,27,15.69,2016,Mallorca,Spain,39.613432,2.8829185
Les Terres Rouges Cahors 2012,France,Cahors,Rigal,3.9,27,17.45,2012,Cahors,France,44.4495,1.4364999
Gevrey-Chambertin 1er Cru 'Clos des Issarts' (Monopole) 2013,France,Gevrey-Chambertin 1er Cru 'Issarts',Faiveley,4.4,27,73.9,2013,Gevrey-Chambertin 1er Cru 'Issarts',France,47.222763,4.963488
Sonett Spätburgunder 2015,Germany,Baden,Heger,3.4,27,11.17,2015,Baden,Germany,53.0023496,9.0820955
Vosne-Romanée 2017,France,Vosne-Romanée,Domaine Arnoux-Lachaux,4.1,27,103.98,2017,Vosne-Romanée,France,47.1585795,4.9547623
Haut-Médoc 2013,France,Haut-Médoc,Château Fontesteau,3.7,27,17.29,2013,Haut-Médoc,France,45.1445995,-0.7357492
Amarone 2015,Italy,Amarone della Valpolicella,Villa Cavarena,3.9,27,34.91,2015,Amarone della Valpolicella,Italy,42.83333,12.83333
Premium Reserve Pinot Noir 2014,Germany,Baden,Julius Zotz,4.1,27,19.45,2014,Baden,Germany,53.0023496,9.0820955
Vino Nobile di Montepulciano Riserva 2015,Italy,Vino Nobile di Montepulciano,Talosa,4.0,27,19.4,2015,Vino Nobile di Montepulciano,Italy,43.0716467,11.8054771
Rioja Reserva 2015,Spain,Rioja,El Meson,4.0,27,11.9,2015,Rioja,Spain,42.3285528,-2.4674917
Volnay 1er Cru 'Clos des Chênes' 2016,France,Volnay 1er Cru 'Clos des Chênes',Domaine Henri Delagrange et Fils,4.1,27,72.54,2016,Volnay 1er Cru 'Clos des Chênes',France,47.116091,6.374583
Mas de Canet Tinto 2018,Spain,Mallorca,Tianna Negre,3.1,27,7.99,2018,Mallorca,Spain,39.613432,2.8829185
Syrah 2016,Italy,Toscana,Poggio Argentiera,3.9,27,16.07,2016,Toscana,Italy,43.4586541,11.1389204
Bricco-Spessa Barbaresco 2010,Italy,Barbaresco,La Morandina,3.7,27,29.9,2010,Barbaresco,Italy,44.7254469,8.0806959
Les Corvées Arbois 2017,France,Arbois,Domaine Ratte,4.3,27,37.04,2017,Arbois,France,46.9032246,5.7727504
Rosso di Montalcino 2016,Italy,Rosso di Montalcino,Fossacolle,4.1,27,14.73,2016,Rosso di Montalcino,Italy,43.055612,11.3592953
Son Negre 2016,Spain,Mallorca,Ànima Negra,4.1,27,124.95,2016,Mallorca,Spain,39.613432,2.8829185
Chianti 2018,Italy,Chianti,Danzante,3.7,27,10.46,2018,Chianti,Italy,43.5824597,11.3168731
Garrafeira Bairrada 2010,Portugal,Bairrada,Caves Primavera,3.4,27,8.68,2010,Bairrada,Portugal,39.5728582,-8.3627694
Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Quintus,4.2,27,158.95,2016,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Pinotage 2017,South Africa,Stellenbosch,Anura,3.8,27,13.6,2017,Stellenbosch,South Africa,-33.934444,18.869167
Butibalausí Negre 2017,Spain,Mallorca,Can Majoral,3.8,27,9.9,2017,Mallorca,Spain,39.613432,2.8829185
Beaune 1er Cru Clos des Ursules 2016,France,Beaune Premier Cru,Domaine des Héritiers Louis Jadot,4.0,27,66.93,2016,Beaune Premier Cru,France,47.0498553,4.8332114
Il Bacialé Monferrato Rosso 2017,Italy,Monferrato,Braida,3.9,27,14.95,2017,Monferrato,Italy,45.3240864,8.4230282
Nero D'Avola - Syrah Sicilia 651 Terre Di Ginestre 2008,Italy,Terre Siciliane,Calatrasi,3.4,27,17.79,2008,Terre Siciliane,Italy,42.83333,12.83333
Les Quartz Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Clos du Caillou,4.0,27,56.87,2017,Châteauneuf-du-Pape,France,44.055989,4.8317351
Les Terroirs Minervois 2016,France,Minervois,Calmel & Joseph,3.6,27,9.9,2016,Minervois,France,43.2718,2.52099
Castroviejo Crianza 2012,Spain,Rioja,Pastor Diaz,3.3,27,13.89,2012,Rioja,Spain,42.3285528,-2.4674917
Amarone della Valpolicella Classico Barriques 2015,Italy,Amarone della Valpolicella Classico,Zeni,4.1,27,42.9,2015,Amarone della Valpolicella Classico,Italy,42.83333,12.83333
Valpolicella Classico 2018,Italy,Valpolicella Classico,Paolo Cottini,3.6,27,11.9,2018,Valpolicella Classico,Italy,42.83333,12.83333
Merlot 2016,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.4,27,6.9,2016,Terre Siciliane,Italy,42.83333,12.83333
Chambolle-Musigny Vieilles Vignes 2016,France,Chambolle-Musigny,Frédéric Magnien,4.0,27,56.54,2016,Chambolle-Musigny,France,47.1864158,4.9533347
Spätburgunder Trocken 2018,Germany,Rheinhessen,Knobloch,3.8,27,7.8,2018,Rheinhessen,Germany,49.9045181,8.2711082
Spätburgunder Trocken 2015,Germany,Baden,Haltinger Winzer,3.6,27,6.95,2015,Baden,Germany,53.0023496,9.0820955
Russiz Superiore Cabernet Franc Collio 2017,Italy,Collio,Marco Felluga,4.0,27,26.81,2017,Collio,Italy,45.8093124,10.3328723
Barbera d'Alba Bussia 2018,Italy,Barbera d'Alba,Giacosa Fratelli,3.7,27,10.66,2018,Barbera d'Alba,Italy,44.7712158,8.0435811
Strassertal Zweigelt 2019,Austria,Niederösterreich,Johann Topf,3.7,27,13.25,2019,Niederösterreich,Austria,48.2817813,15.7632457
Reserve Syrah 2017,South Africa,Walker Bay,Creation,4.0,27,36.37,2017,Walker Bay,South Africa,-34.518515,19.2880206
Cabernet Sauvignon 2017,South Africa,Swartland,Swartland Winery,3.7,27,7.95,2017,Swartland,South Africa,-33.29356,18.5993825
Dolcetto d'Alba Le Campanelle 2014,Italy,Dolcetto d'Alba,Broccardo,3.5,27,8.4,2014,Dolcetto d'Alba,Italy,42.83333,12.83333
Dornfelder Trocken 2018,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.2,27,7.41,2018,Saale-Unstrut,Germany,51.3663031,11.0216863
Zweigelt Falkenstein 2018,Austria,Niederösterreich,Dürnberg,3.8,27,8.4,2018,Niederösterreich,Austria,48.2817813,15.7632457
La Botte Piena Valtènesi 2016,Italy,Valtenesi,La Basia,3.5,27,10.9,2016,Valtenesi,Italy,45.5475424,10.5347699
Zweigelt 2018,Austria,Burgenland,Umathum,3.6,27,10.93,2018,Burgenland,Austria,47.5000001,16.4166666
Montepulciano d'Abruzzo Riserva 2016,Italy,Montepulciano d'Abruzzo,Fosso Corno,3.6,27,9.5,2016,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804
Domaine de Cassaigne Le Labyrinthe Côtes de Gascogne 2017,France,Côtes de Gascogne,Plaimont,3.5,27,5.62,2017,Côtes de Gascogne,France,48.510283,-2.787756
Il Falcone Riserva Castel del Monte 2014,Italy,Castel del Monte,Rivera,4.1,27,16.9,2014,Castel del Monte,Italy,41.0847439,16.2711145
Jonathan's Ridge Pinotage 2015,South Africa,Walker Bay,Springfontein,4.1,27,28.6,2015,Walker Bay,South Africa,-34.518515,19.2880206
Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Lusseau,4.0,27,38.95,2005,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Santa Digna Gran Reserva Carménère 2018,Chile,Central Valley,Miguel Torres,3.3,27,9.05,2018,Central Valley,Chile,-36.0,-72.0
Monastrell - Cabernet Sauvignon 2016,Spain,Yecla,Alma de Casa,3.5,27,5.75,2016,Yecla,Spain,38.6135956,-1.1157882
Les Fagnes Rouge 2015,France,Costières-de-Nîmes,Clos des Boutes,3.4,27,15.5,2015,Costières-de-Nîmes,France,43.8174458,4.358032
Chrysope 2013,France,Minervois,Domaine des Aires Hautes,3.1,27,9.95,2013,Minervois,France,43.2718,2.52099
Cabernet Sauvignon 2016,United States,California,Stone Barn,3.7,27,7.6,2016,California,United States,36.7014631,-118.755997
Chavarri Gran Reserva 2000,Spain,Rioja,Larchago,4.1,27,53.58,2000,Rioja,Spain,42.3285528,-2.4674917
Buio Langhe 2015,Italy,Langhe,Enzo Boglietti,3.7,27,34.65,2015,Langhe,Italy,44.493036,7.974639
Arruga Superiore Carignano del Sulcis 2014,Italy,Carignano del Sulcis,Sardus Pater,3.8,27,31.19,2014,Carignano del Sulcis,Italy,39.06667,8.68333
Pasión 2018,Spain,Calatayud,Bodegas Langa,3.5,27,7.6,2018,Calatayud,Spain,41.3527628,-1.6422977
Corton Clos des Cortons Faiveley Grand Cru (Monopole) 1995,France,Corton Grand Cru,Faiveley,3.9,27,149.0,1995,Corton Grand Cru,France,47.0774019,4.8662712
Domaine de Cocol Côtes-du-Rhône 2016,France,Côtes-du-Rhône,Pellerin,3.6,27,8.99,2016,Côtes-du-Rhône,France,44.7667285,4.8528701
Creso Rosso Veronese 2016,Italy,Rosso Veronese,Bolla,4.1,27,16.59,2016,Rosso Veronese,Italy,45.638774,11.1120379
Zogo 2017,Italy,Terre Siciliane,Paladin,4.0,27,7.6,2017,Terre Siciliane,Italy,42.83333,12.83333
Bonnes Mares Grand Cru 2014,France,Bonnes-Mares Grand Cru,Domaine Bruno Clair,4.3,27,291.46,2014,Bonnes-Mares Grand Cru,France,47.1919287,4.9572815
Magrez Fombrauge Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Fombrauge,4.5,27,219.95,2005,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Cuvée Spéciale Corbières 2018,France,Corbières,Château du Grand Caumont,3.9,27,8.45,2018,Corbières,France,43.0547547,1.9970557
Saint-Estèphe 2005,France,Saint-Estèphe,Château Domeyne,3.6,27,23.3,2005,Saint-Estèphe,France,45.5925,0.6633333
Lloyd Reserve Shiraz 2016,Australia,McLaren Vale,Coriole Vineyards,4.2,27,57.89,2016,McLaren Vale,Australia,-35.2172617,138.5416998
Dornfelder Halbtrocken 2017,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.5,27,8.21,2017,Saale-Unstrut,Germany,51.3663031,11.0216863
GT-1 Châteauneuf-du-Pape 2012,France,Châteauneuf-du-Pape,LePlan-Vermeersch,4.2,27,38.99,2012,Châteauneuf-du-Pape,France,44.055989,4.8317351
Kapfensteiner Blauer Zweigelt 2014,Austria,Südoststeiermark,Winkler-Hermaden,3.3,27,10.9,2014,Südoststeiermark,Austria,46.8596717,15.8503647
Il Leo Chianti Superiore 2017,Italy,Chianti,Ruffino,3.6,270,10.79,2017,Chianti,Italy,43.5824597,11.3168731
Il Chiuso 2011,Italy,Toscana,Castello di Ama,3.5,270,21.25,2011,Toscana,Italy,43.4586541,11.1389204
Taurasi Riserva Radici 2012,Italy,Taurasi,Mastroberardino,4.2,270,33.85,2012,Taurasi,Italy,41.0083503,14.9574387
Hangin' Snakes Shiraz - Viognier 2016,Australia,Barossa,Langmeil,3.9,270,12.86,2016,Barossa,Australia,-34.6134149,138.9385455
Saint-Estèphe 2013,France,Saint-Estèphe,Château de Pez,3.9,270,32.9,2013,Saint-Estèphe,France,45.5925,0.6633333
Gevrey-Chambertin 2015,France,Gevrey-Chambertin,Domaine Trapet,4.1,270,97.04,2015,Gevrey-Chambertin,France,47.2261857,4.9705666
Nero d'Avola 2017,Italy,Terre Siciliane,Barone Montalto,3.6,2706,5.32,2017,Terre Siciliane,Italy,42.83333,12.83333
Ramione Merlot - Nero d'Avola 2012,Italy,Terre Siciliane,Baglio di Pianetto,3.8,271,14.52,2012,Terre Siciliane,Italy,42.83333,12.83333
Fichimori 2018,Italy,Salento,Tormaresca,3.6,271,12.6,2018,Salento,Italy,40.248604,15.190058
Shiraz 2019,Australia,South Eastern Australia,Banrock Station,4.1,271,5.81,2019,South Eastern Australia,Australia,-35.0085711,138.5726421
Querciantica Lacrima di Morro 2018,Italy,Lacrima di Morro d'Alba,Velenosi,3.5,271,7.89,2018,Lacrima di Morro d'Alba,Italy,43.6,13.21331
Remordimiento Tinto 2014,Spain,Jumilla,Bodega Cerrón,3.7,271,10.6,2014,Jumilla,Spain,38.4735408,-1.3285417
Tinto Roble 2018,Spain,Ribera del Duero,Lopez Cristobal,3.7,271,8.9,2018,Ribera del Duero,Spain,41.6657566,-3.6863295
Valle D'Oro Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Cantina Tollo,3.7,271,7.5,2017,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804
Barbaresco 2015,Italy,Barbaresco,Batasiolo,3.9,271,25.29,2015,Barbaresco,Italy,44.7254469,8.0806959
Dehesa Gago G 2018,Spain,Toro,Telmo Rodriguez,3.6,271,8.25,2018,Toro,Spain,41.5216963,-5.3939824
Margaux (Grand Cru Classé) 2016,France,Margaux,Château Lascombes,4.1,271,89.0,2016,Margaux,France,45.0463335,-0.6729117
Foradori - Teroldego 2009,Italy,Vigneti delle Dolomiti,Foradori,3.9,271,15.55,2009,Vigneti delle Dolomiti,Italy,46.38333,11.85
Periquita Reserva 2017,Portugal,Península de Setúbal,José Maria da Fonseca,3.7,2710,10.75,2017,Península de Setúbal,Portugal,38.644731,-9.194438
Il Grigio Chianti Classico Gran Selezione 2015,Italy,Chianti Classico,San Felice,4.0,272,23.1,2015,Chianti Classico,Italy,43.3930219,11.3088538
Gran Reserva 2011,Spain,Rioja,Viña Albina,3.8,272,17.78,2011,Rioja,Spain,42.3285528,-2.4674917
Nicolas Grenache Noir 2018,France,Côtes Catalanes,Domaine Lafage,3.7,272,8.72,2018,Côtes Catalanes,France,42.74503,2.896873
Le Cicale di Vincigliata Chianti 2013,Italy,Chianti,Bibi Graetz,3.4,272,12.57,2013,Chianti,Italy,43.5824597,11.3168731
Limpronta Ruché di Castagnole Monferrato 2016,Italy,Monferrato,Montalbera,3.9,272,26.9,2016,Monferrato,Italy,45.3240864,8.4230282
Bandol Rouge 2015,France,Bandol,Gros' Noré,4.0,272,31.9,2015,Bandol,France,43.1357717,5.7523647
Monte Velho Tinto 2019,Portugal,Alentejano,Esporão,3.5,272,5.7,2019,Alentejano,Portugal,38.8421261,-7.5871012
AB Alicante Bouschet 2012,Portugal,Alentejano,Esporão,4.0,272,34.12,2012,Alentejano,Portugal,38.8421261,-7.5871012
Al Limite Chianti Classico 2016,Italy,Chianti Classico,San Leonino,3.8,272,8.95,2016,Chianti Classico,Italy,43.3930219,11.3088538
Le Volte 2018,Italy,Toscana,Ornellaia,3.9,272,18.4,2018,Toscana,Italy,43.4586541,11.1389204
Mas Picosa Flor En Flor Montsant 2018,Spain,Montsant,Capçanes,3.7,272,7.9,2018,Montsant,Spain,41.1171253,1.211005
Cabernet Sauvignon 2017,United States,California,Woodbridge by Robert Mondavi,3.4,2723,7.9,2017,California,United States,36.7014631,-118.755997
The Y Series Merlot 2017,Australia,South Australia,Yalumba,3.4,273,11.9,2017,South Australia,Australia,-30.5343665,135.6301212
Garnacha 2014,Spain,Bajo Aragón,Lagar d'Amprius,3.8,273,12.6,2014,Bajo Aragón,Spain,40.954455,-0.2099552
Initio 2011,Spain,Madrid,Las Moradas de San Martín,3.8,273,19.47,2011,Madrid,Spain,40.4777915,-3.6858017
Ca' de' Rocchi Dugal Cabernet Sauvignon - Merlot 2018,Italy,Veneto,Tinazzi,4.1,273,13.95,2018,Veneto,Italy,45.6476663,11.8665254
Korem Isola dei Nuraghi 2016,Italy,Isola dei Nuraghi,Argiolas,4.2,273,23.18,2016,Isola dei Nuraghi,Italy,40.7092886,9.6990329
Cerro Añon Crianza Rioja 2017,Spain,Rioja,Bodegas Olarra,3.9,273,6.9,2017,Rioja,Spain,42.3285528,-2.4674917
Moulin de Gassac Classic Rouge 2017,France,Hérault,Mas de Daumas Gassac,3.5,273,4.5,2017,Hérault,France,43.591422,3.3553309
Estates Douro 2016,Portugal,Douro,Churchill's,3.8,273,15.27,2016,Douro,Portugal,41.135684,-7.1166743
Aromes de Pavie Saint-Émilion Grand Cru 2005,France,Saint-Émilion Grand Cru,Château Pavie,4.1,273,428.65,2005,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Brunello di Montalcino 2010,Italy,Brunello di Montalcino,Piancornello,4.2,273,38.7,2010,Brunello di Montalcino,Italy,43.3204995,11.3281859
Single Vineyard Tempranillo 2017,Spain,La Mancha,Volver,4.0,273,13.34,2017,La Mancha,Spain,28.3774367,-16.6977504
L'Oratoire de Chasse-Spleen Moulis 2014,France,Moulis-en-Médoc,Château Chasse-Spleen,3.7,274,27.04,2014,Moulis-en-Médoc,France,45.0564852,-0.7736381
Toscana 2010,Italy,Toscana,Poggio delle Faine,3.7,274,27.5,2010,Toscana,Italy,43.4586541,11.1389204
Barbaresco Coste Rubín 2014,Italy,Barbaresco,Fontanafredda,3.8,274,31.5,2014,Barbaresco,Italy,44.7254469,8.0806959
Margaux (Grand Cru Classé) 2015,France,Margaux,Château Malescot St. Exupery,4.3,274,87.95,2015,Margaux,France,45.0463335,-0.6729117
Barolo 2015,Italy,Barolo,Giacomo Fenocchio,3.8,274,35.95,2015,Barolo,Italy,44.6108408,7.9428448
Ocra Bolgheri Rosso 2016,Italy,Bolgheri,Tenute Guicciardini Strozzi,3.8,274,23.75,2016,Bolgheri,Italy,43.2340065,10.6179334
Prestige Rouge 2017,France,Côtes de Provence,Minuty,3.9,274,18.9,2017,Côtes de Provence,France,43.4370505,6.652775
Grenache 3 (Au Cube) 2017,France,Languedoc-Roussillon,Domaine Lafage,4.1,274,13.45,2017,Languedoc-Roussillon,France,43.508482,2.34549
Coyam 2015,Chile,Colchagua Valley,Emiliana,4.3,2742,21.15,2015,Colchagua Valley,Chile,-30.0,-71.0
Primitivo 2018,Italy,Puglia,Luccarelli,3.9,2745,6.5,2018,Puglia,Italy,40.9842539,16.6210027
Bolgheri Superiore 2014,Italy,Bolgheri Superiore,Ornellaia,4.5,2747,174.49,2014,Bolgheri Superiore,Italy,44.46006,7.10425
Reserve Pinotage 2017,South Africa,Stellenbosch,Beyerskloof,3.9,275,18.5,2017,Stellenbosch,South Africa,-33.934444,18.869167
Merlot 2017,United States,California,Redwood Creek,3.6,275,7.65,2017,California,United States,36.7014631,-118.755997
Reserva Cabernet Sauvignon 2015,Chile,Maipo Valley,Santa Rita,3.3,275,9.7,2015,Maipo Valley,Chile,-30.0,-71.0
Bardolino 2018,Italy,Bardolino,Monte del Frá,3.5,275,6.31,2018,Bardolino,Italy,45.5475595,10.7242145
Foral de Évora Colheita Tinto 2014,Portugal,Evora,Cartuxa,3.8,275,15.6,2014,Evora,Portugal,38.5707742,-7.9092808
Terroir Selection Malbec 2017,Argentina,Uco Valley,Alta Vista,4.1,275,20.5,2017,Uco Valley,Argentina,-34.0,-64.0
Magno Megonio Rosso 2015,Italy,Val di Neto,Librandi,3.8,275,14.32,2015,Val di Neto,Italy,39.1881325,16.8550962
Poggio Lombrone Sangiovese Riserva Montecucco 2013,Italy,Montecucco,ColleMassari,3.9,275,28.76,2013,Montecucco,Italy,43.4902269,13.334434
Saint-Estèphe (Grand Cru Classé) 2014,France,Saint-Estèphe,Château Montrose,4.4,275,154.99,2014,Saint-Estèphe,France,45.5925,0.6633333
Bardolino 2017,Italy,Bardolino,Monte del Frá,3.5,276,6.5,2017,Bardolino,Italy,45.5475595,10.7242145
Yantra 2015,Italy,Toscana,Tenuta dei Sette Cieli,3.9,276,16.39,2015,Toscana,Italy,43.4586541,11.1389204
Reserva Tinto 2015,Portugal,Alentejano,Herdade do Perdigão,4.1,276,24.17,2015,Alentejano,Portugal,38.8421261,-7.5871012
Premium Fetească Neagră Sec 2016,Romania,Dealu Mare,Budureasca,3.5,276,10.9,2016,Dealu Mare,Romania,46.0417098,22.7959016
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Lanzerac,3.8,276,12.5,2016,Stellenbosch,South Africa,-33.934444,18.869167
Châteauneuf-du-Pape Chaupin 2012,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.2,276,54.0,2012,Châteauneuf-du-Pape,France,44.055989,4.8317351
Gran Reserva Rioja (Finca Ygay) 2013,Spain,Rioja,Marqués de Murrieta,4.3,276,38.89,2013,Rioja,Spain,42.3285528,-2.4674917
Aglianico Campania 2016,Italy,Campania,Mastroberardino,3.7,276,10.7,2016,Campania,Italy,40.860672,14.843984
Tinto 2017,Portugal,Douro,Quinta de Porrais,3.7,276,7.8,2017,Douro,Portugal,41.135684,-7.1166743
Sassicaia 2006,Italy,Bolgheri Sassicaia,Tenuta San Guido,4.7,2767,632.64,2006,Bolgheri Sassicaia,Italy,42.83333,12.83333
Vulcano 2016,Austria,Mittelburgenland,Hans Igler,4.0,277,24.0,2016,Mittelburgenland,Austria,47.504516,16.4944303
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.3,277,79.95,2005,Saint-Émilion Grand Cru,France,44.847147,-0.547337
Adrianna Vineyard Fortuna Terrae Malbec 2013,Argentina,Mendoza,Catena Zapata,4.5,277,106.89,2013,Mendoza,Argentina,-34.787093,-68.4381868
Selección Especial 2014,Spain,Castilla y León,Dehesa La Granja,3.7,277,14.52,2014,Castilla y León,Spain,41.55005,-5.1387401
Elos Cabernet Sauvignon - Malbec 2009,Brazil,Encruzilhada do Sul,Lidio Carraro,3.4,277,29.19,2009,Encruzilhada do Sul,Brazil,-30.5433066,-52.5223514
Barolo 2015,Italy,Barolo,Roberto Sarotto,4.0,277,20.2,2015,Barolo,Italy,44.6108408,7.9428448
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Tenuta CastelGiocondo,4.3,277,44.84,2015,Brunello di Montalcino,Italy,43.3204995,11.3281859
Terre More Maremma Toscana 2017,Italy,Maremma Toscana,Tenuta Ammiraglia,3.8,277,11.54,2017,Maremma Toscana,Italy,42.7027722,11.1367433
Grandarella Refosco delle Venezie 2014,Italy,Friuli-Venezia Giulia,Masi,4.1,277,22.99,2014,Friuli-Venezia Giulia,Italy,46.151042,13.055904
Les Fiefs de Lagrange Saint-Julien 2016,France,Saint-Julien,Château Lagrange,3.9,277,29.95,2016,Saint-Julien,France,47.4019947,5.1364639
Haut-Médoc 2013,France,Haut-Médoc,Château Sociando-Mallet,3.7,277,33.95,2013,Haut-Médoc,France,45.1445995,-0.7357492
Cabernet Sauvignon 2016,United States,North Coast,Hess Select,3.8,2771,13.09,2016,North Coast,United States,41.506534,-81.6939953
Crianza 2016,Spain,Rioja,Altos Ibéricos,3.8,2773,8.9,2016,Rioja,Spain,42.3285528,-2.4674917
Opus One 2015,United States,Napa Valley,Opus One,4.6,2773,377.33,2015,Napa Valley,United States,38.8484702,-94.413093
